nci60	ccle	cgp	gdsc	gdscDec15	ctrp	nciSclc	mdaMills	almanac	utsw	sarcoma	genSclc	nob	gbSarcoma	cshl	lantern	lantnci	ncats	uniSarcoma	genSarcoma	tncats	achilles	ukhyun	ancats	acc	prism	cellosaurus_accession	cellosaurus_identifier
NA	NA	NA	NA	NA	NA	NA	M202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_D746	M202
NA	NA	NA	NA	NA	NA	NA	M318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_D767	M318
NA	NA	NA	NA	NA	NA	NA	M275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_D760	M275
NA	NA	NA	NA	NA	NA	NA	S19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	M230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_D749	M230
NA	NA	NA	NA	NA	NA	NA	M262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_D758	M262
NA	NA	NA	NA	NA	NA	NA	S117MEKR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	SKMEL173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_6090	SK-MEL-173
NA	NA	NA	NA	NA	NA	NA	M288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_D762	M288
NA	NA	NA	NA	NA	NA	NA	M229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_D748	M229
NA	NA	NA	NA	NA	NA	NA	HPAF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0313	HPAF-II
NA	NA	NA	NA	NA	NA	NA	MUTJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_EI98	MUTJ
NA	NA	NA	NA	NA	NA	NA	HS700T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0858	Hs 700T
NA	NA	NA	NA	NA	NA	NA	TTC466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_A444	TTC-466
NA	NA	NA	NA	NA	NA	NA	S34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	TC106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TC106	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	TTC475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_IW46	TTC-475
NA	NA	NA	NA	NA	NA	NA	CHLA258	NA	NA	CHLA-258	NA	NA	CHLA258	NA	NA	NA	NA	CHLA-258	CHLA-258	NA	NA	NA	NA	NA	NA	CVCL_A058	CHLA-258
NA	NA	NA	NA	NA	NA	NA	TC248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_4Z35	TC-248
NA	NA	NA	NA	NA	NA	NA	CHLA352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_M153	COG-E-352
NA	NA	NA	NA	NA	NA	NA	66470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	TTC547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_7152	TTC-547
NA	NA	NA	NA	NA	NA	NA	58380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	CHLA9	NA	NA	CHLA-9	NA	NA	CHLA9	NA	NA	NA	NA	CHLA-9	CHLA-9	NA	NA	NA	NA	NA	NA	CVCL_M150	CHLA-9
NA	NA	NA	NA	NA	NA	NA	A4573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_6245	A4573
NA	NA	NA	NA	NA	NA	NA	SKPNETLI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_A748	SK-PN-LI
NA	NA	NA	NA	NA	NA	NA	S123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	CHP100L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_IV94	CHP-100L
NA	NA	NA	NA	NA	NA	NA	SYN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	LS060208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_IW36	LS060208
NA	NA	NA	NA	NA	NA	NA	LS030609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_IW35	LS030609
NA	NA	NA	NA	NA	NA	NA	CHLA10	NA	NA	CHLA-10	NA	NA	CHLA10	NA	NA	NA	NA	CHLA-10	CHLA-10	NA	NA	NA	NA	NA	NA	CVCL_6583	CHLA-10
NA	NA	NA	NA	NA	NA	NA	TTC442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TTC-442	TTC-442	NA	TTC442	NA	NA	NA	NA	CVCL_B255	TTC-442
NA	NA	NA	NA	NA	NA	NA	HS729T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0871	Hs 729.T
NA	NA	NA	NA	NA	NA	NA	BIRCH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_M599	Rh36
NA	NA	NA	NA	NA	NA	NA	SMSCTR	NA	NA	NA	NA	NA	SMSCTR	NA	NA	NA	SMSCTR	SMSCTR	SMSCTR	NA	SMSCTR	NA	NA	NA	NA	CVCL_A770	SMS-CTR
NA	NA	NA	NA	NA	NA	NA	S97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	S21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	SKUT1B	NA	NA	SK-UT-1B	NA	NA	SKUT1B	NA	NA	NA	NA	SK-UT-1B	SK-UT-1B	NA	NA	NA	NA	NA	NA	CVCL_2250	SK-UT-1B
NA	NA	NA	NA	NA	NA	NA	JR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JR	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	SJCRH30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0041	Rh30
NA	NA	NA	NA	NA	NA	NA	HT161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_C834	HTLA161
NA	NA	NA	NA	NA	NA	NA	G292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2909	G-292 clone A141B1
NA	NA	NA	NA	NA	NA	NA	MNNGHOS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0439	MNNG/HOS Cl #5
NA	NA	NA	NA	NA	NA	NA	KHOS312H	NA	NA	KHOS-312H	NA	NA	KHOS312H	NA	NA	NA	NA	KHOS-312H	KHOS-312H	NA	NA	NA	NA	NA	NA	CVCL_2545	KHOS-312H
NA	NA	NA	NA	NA	NA	NA	KHOS240S	NA	NA	KHOS-240S	NA	NA	KHOS240S	NA	NA	NA	NA	KHOS-240S	KHOS-240S	NA	NA	NA	NA	NA	NA	CVCL_2544	KHOS-240S
NA	NA	NA	NA	NA	NA	NA	TC587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_ZV62	TC587
NA	NA	NA	NA	NA	NA	NA	OCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_C829	OCC1
NA	NA	NA	NA	NA	NA	NA	HAC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	TUOC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_L700	TU-OC-1
NA	NA	NA	NA	NA	NA	NA	DU4775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	MT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	CX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2011	CX-1
NA	NA	NA	NA	NA	NA	NA	RIVA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1885	Ri-1
NA	NA	NA	NA	NA	NA	NA	U2940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1897	U-2940
NA	NA	NA	NA	NA	NA	NA	RAPRPC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	ABL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	RPMI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	JIYOYE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1317	Jiyoye
NA	NA	NA	NA	NA	NA	NA	WSUFSCCL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1903	WSU-FSCCL
NA	NA	NA	NA	NA	NA	NA	BLUE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLUE1	NA	NA	NA	NA	CVCL_1967	BLUE-1
NA	NA	NA	NA	NA	NA	NA	SC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	TANOUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1852	Tanoue
NA	NA	NA	NA	NA	NA	NA	L591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1867	L-591
NA	BT12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BT12	NA	NA	NA	NA	NA	NA
NA	HCC461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC461	NA	NA	NA	NA	CVCL_5135	HCC461
NA	HNT34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HNT-34	NA	NA	HNT-34	NA	NA	CVCL_2071	HNT-34
NA	INA6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	INA6	NA	NA	NA	NA	CVCL_5209	INA-6
NA	JHUEM7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JHUEM7	NA	NA	NA	NA	CVCL_4658	JHUEM-7
NA	KD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	KPMRTRY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_7051	KP-MRT-RY
NA	MOLT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0624	MOLT-3
NA	MON	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MON	CVCL_M846	MON
NA	MUTZ3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1433	MUTZ-3
NA	NCI-H2004RT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_WS70	NCI-H2004RT
NA	NCI-H2077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_5157	NCI-H2077
NA	NCI-H2882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH2882	NA	NA	NA	NA	CVCL_5158	NCI-H2882
NA	NCI-H2887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH2887	NA	NA	NA	NA	CVCL_5159	NCI-H2887
NA	NCI-H1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1497	NCI-H1819
NA	NCI-H2073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1521	NCI-H2073
NA	NHAHTDD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_WS73	NHAHTDD
NA	OCIMY5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OCIMY5	NA	NA	NA	NA	CVCL_E332	OCI-My5
NA	OCIMY7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OCI-My7	OCIMY7	NA	OCI-My7	NA	NA	CVCL_E333	OCI-My7
NA	OPM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OPM-1	NA	NA	OPM-1	NA	NA	CVCL_5210	OPM-1
NA	PLB985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2162	PLB-985
NA	SKNO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2196	SKNO-1
NA	STM9101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_8000	STM91-01
NA	TM87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TM87	CVCL_8001	Tm87-16
NA	TTC709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_8007	TTC-709
NA	TTC1240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_8002	TTC-1240
NA	TTC549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TTC549	NA	NA	NA	NA	CVCL_8005	TTC-549
NA	TTC642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TTC642	NA	NA	NA	NA	CVCL_8006	TTC-642
NA	COLO699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1992	COLO 699
NA	NCI-H69	NA	NCI-H69	NCI-H69	NCI-H69	NCI-H69	H69	NA	H69	NA	NCI-H69	NA	NA	NCI-H69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1579	NCI-H69
NA	NA	NA	NA	NA	NA	NCI-H69/CPR	NA	NA	NA	NA	NCI-H69/CPR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2137	NCI-H69/CPR
NA	NA	NA	NA	NA	NA	NCI-H69/LX10	NA	NA	NA	NA	NCI-H69/LX10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2138	NCI-H69/LX10
NA	NA	NA	NA	NA	NA	NCI-H69VCR/R	NA	NA	NA	NA	NCI-H69VCR/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_3058	NCI-H69VCR/R
NA	NA	NA	NA	NA	NA	NCI-H711	NA	NA	H711	NA	NCI-H711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1580	NCI-H711
NA	NA	NA	NA	NCI-H719	NA	NCI-H719	NA	NA	NA	NA	NCI-H719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1582	NCI-H719
NA	NA	NA	NCI-H720	NCI-H720	NA	NCI-H720	NA	NA	NA	NA	NCI-H720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1583	NCI-H720
NA	NA	NA	NA	NCI-H735	NA	NCI-H735	NA	NA	H735	NA	NCI-H735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1585	NCI-H735
NA	NA	NA	NA	NA	NA	NA	NA	NA	H738	NA	NCI-H738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_4365	NCI-H738
NA	NA	NA	NCI-H740	NA	NA	NA	NA	NA	H740	NA	NCI-H740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1586	NCI-H740
NA	NA	NA	NCI-H748	NCI-H748	NA	NCI-H748	NA	NA	H748	NA	NCI-H748	NA	NA	NA	NA	NA	NA	NA	NA	NCI-H748	NA	NA	NCI-H748	NA	NA	CVCL_1588	NCI-H748
NA	NA	NA	NA	NA	NA	NCI-H774	NA	NA	H774	NA	NCI-H774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1589	NCI-H774
NA	NCI-H82	NCI-H82	NCI-H82	NCI-H82	NA	NCI-H82	NA	NA	H82	NA	NCI-H82	NA	NA	NCI-H82	NA	NA	NA	NA	NA	NCI-H82	NCIH82	NCI-H82	NCI-H82	NA	NA	CVCL_1591	NCI-H82
NA	NCI-H841	NA	NCI-H841	NCI-H841	NCI-H841	NCI-H841	NA	NA	H841	NA	NCI-H841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH841	NA	NA	NA	NCIH841	CVCL_1595	NCI-H841
NA	NA	NA	NCI-H847	NCI-H847	NA	NCI-H847	NA	NA	NA	NA	NCI-H847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1596	NCI-H847
NA	NA	NA	NA	NCI-H865	NA	NCI-H865	NA	NA	H865	NA	NCI-H865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1597	NCI-H865
NA	NCI-H889	NCI-H889	NA	NA	NCI-H889	NCI-H889	NA	NA	H889	NA	NCI-H889	NA	NA	NCI-H889	NA	NA	NA	NA	NA	NCI-H889	NA	NA	NCI-H889	NA	NA	CVCL_1598	NCI-H889
NA	NA	SBC-1	SBC-1	SBC-1	NA	NA	NA	NA	NA	NA	SBC-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1676	SBC-1
NA	SBC-5	SBC-5	SBC-5	SBC-5	SBC-5	NA	NA	NA	NA	NA	SBC-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SBC5	CVCL_1679	SBC-5
NA	SCLC-21H	SCLC-21H	NA	SCLC-21H	SCLC-21H	NA	NA	NA	NA	NA	SCLC-21H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0024	SCLC-21H
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ASPS-1	NA	NA	ASPS1	NA	NA	NA	NA	ASPS-1	ASPS-1	NA	NA	NA	NA	NA	NA	CVCL_S738	ASPS-1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHA-59	NA	NA	CHA59	NA	NA	NA	NA	CHA-59	CHA-59	NA	NA	NA	NA	NA	NA	CVCL_GZ61	CHA59
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHLA-25	NA	NA	CHLA25	NA	NA	NA	NA	CHLA-25	CHLA-25	NA	NA	NA	NA	NA	NA	CVCL_M152	CHLA-25
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHLA-32	NA	NA	CHLA32	NA	NA	NA	NA	CHLA-32	CHLA-32	NA	NA	NA	NA	NA	NA	CVCL_M151	CHLA-32
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHP-100	NA	NA	CHP100	NA	NA	NA	NA	CHP-100	NA	NA	NA	NA	NA	NA	NA	CVCL_7166	CHP-100
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COG-E-352	NA	NA	COGE352	NA	NA	NA	NA	COG-E-352	COG-E-352	NA	COGE352	NA	NA	NA	NA	CVCL_M153	COG-E-352
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DDLS	NA	NA	DDLS	NA	NA	NA	NA	DDLS	DDLS	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hMSC	NA	NA	hMSC	NA	NA	NA	NA	hMSC	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hs 132.T	NA	NA	NA	NA	NA	NA	NA	Hs 132.T	Hs 132.T	NA	NA	NA	NA	NA	NA	CVCL_0648	Hs 132.T
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hs 913.T	NA	NA	Hs913T	NA	NA	NA	NA	Hs 913.T	Hs 913.T	NA	NA	NA	NA	NA	NA	CVCL_1017	Hs 913T
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HSSY-II	NA	NA	HSSYII	NA	NA	NA	NA	HSSY-II	HSSY-II	NA	NA	NA	NA	NA	NA	CVCL_8719	HS-SY-2
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JJ012	NA	NA	JJ012	NA	NA	NA	NA	JJ012	JJ012	NA	NA	NA	NA	NA	NA	CVCL_D605	JJ012
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KHOS NP	NA	NA	KHOSNP	NA	NA	NA	NA	KHOS NP	KHOS NP	NA	NA	NA	NA	NA	NA	CVCL_2546	KHOS/NP
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LS141	NA	NA	LS141	NA	NA	NA	NA	LS141	LS141	NA	NA	NA	NA	NA	NA	CVCL_M823	LPS141
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MES-SA Dx5	NA	NA	MESSADx5	NA	NA	NA	NA	MES-SA Dx5	MES-SA Dx5	NA	NA	NA	NA	NA	NA	CVCL_2598	MES-SA/Dx5
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MHM-25	NA	NA	MHM25	NA	NA	NA	NA	MHM-25	MHM-25	NA	NA	NA	NA	NA	NA	CVCL_GZ63	MHM-25
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MHM-8	NA	NA	MHM8	NA	NA	NA	NA	MHM-8	MHM-8	NA	NA	NA	NA	NA	NA	CVCL_GZ64	MHM-8
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MPNST	NA	NA	MPNST	NA	NA	NA	NA	MPNST	MPNST	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NHAC-kn	NA	NA	NHACkn	NA	NA	NA	NA	NHAC-kn	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NHDF	NA	NA	NHDF	NA	NA	NA	NA	NHDF	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NHOst	NA	NA	NHOst	NA	NA	NA	NA	NHOst	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OHS	NA	NA	OHS	NA	NA	NA	NA	OHS	OHS	NA	NA	NA	NA	NA	NA	CVCL_B450	OHS
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rh28 PX11/LPAM	NA	NA	RH28PX11LPAM	NA	NA	NA	NA	Rh28 PX11/LPAM	Rh28 PX11/LPAM	NA	NA	NA	NA	NA	NA	CVCL_Y584	Rh28/L-PAM
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rh36	NA	NA	Rh36	NA	NA	NA	NA	Rh36	Rh36	Rh36	NA	NA	Rh36	NA	NA	CVCL_M599	Rh36
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SkMC	NA	NA	SkMC	NA	NA	NA	NA	SkMC	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ST8814	NA	NA	ST8814	NA	NA	NA	NA	ST8814	ST8814	NA	NA	NA	NA	NA	NA	CVCL_8916	ST88-14
